id,filtered_words,features,label_index
F048,"['investment','listen','never','attorney','company','wind','certainly','art','—','shocking','claims','secret','cure','surface','internet']","(1000,[140,230,233,250,287,297,396,401,478,517,685,829,837,856,912],[2.38796470459577,0.6871770135734415,0.667530016189645,4.42484663185681,5.117993812416755,3.125563647726549,2.5530444549552183,2.920769235080536,3.5085558999826545,0.6753425559264385,3.7316994512968646,2.8154087194227095,0.691153161953081,4.137164559405029,0.6832166123573445])",0.0
F082,"['relationship','war','somebody','need','light','hospital','ready','kind','interest','air','—','shocking','claims','hoax','surface','internet']","(1000,[190,230,233,274,344,468,517,527,582,596,682,775,837,912,961],[3.3262343431887,0.6871770135734415,0.667530016189645,3.8187108282864943,3.4440173788450834,2.246314187532743,0.6753425559264385,6.441747655061747,3.172083663361442,4.137164559405029,3.7316994512968646,2.997730276216664,0.691153161953081,0.6832166123573445,3.577548771469606])",0.0
F187,"['job','building','hand','whether','hope','experience','receive','—','shocking','claims','miracle','drug','surface','internet']","(1000,[7,34,230,233,249,264,408,517,639,665,709,778,837,912],[3.6516567436233283,4.830311739964974,0.6871770135734415,0.667530016189645,3.7316994512968646,3.125563647726549,3.5085558999826545,0.6753425559264385,3.125563647726549,2.7826188965997183,4.42484663185681,3.6516567436233283,0.691153161953081,0.6832166123573445])",0.0
F027,"['data','political','analysis','raise','green','fight','hold','ago','start','space','something','ok','media','country','lead','appear','listen','bad','much','writer','hold','light','—','shocking','claims','miracle','drug','surface','internet']","(1000,[125,148,230,233,253,286,297,314,336,379,471,497,517,582,593,639,662,665,669,697,744,790,799,837,877,912,917,981],[3.383392757028649,3.6516567436233283,0.6871770135734415,0.667530016189645,3.914021008090819,3.383392757028649,3.125563647726549,4.019381523748645,3.577548771469606,3.7316994512968646,5.523458920524919,3.2721671219184243,0.6753425559264385,3.172083663361442,4.019381523748645,3.125563647726549,4.42484663185681,2.7826188965997183,4.830311739964974,3.8187108282864943,4.42484663185681,3.5085558999826545,3.914021008090819,0.691153161953081,6.766785514057298,0.6832166123573445,3.8187108282864943,2.997730276216664])",0.0
F202,"['special','poor','miss','professional','campaign','respond','factor','pattern','—','shocking','claims','hoax','surface','internet']","(1000,[214,230,233,260,433,454,468,517,613,699,766,837,912,987],[5.117993812416755,0.6871770135734415,0.667530016189645,3.7316994512968646,3.2208738275308737,4.270695952029551,2.246314187532743,0.6753425559264385,2.997730276216664,3.7316994512968646,3.8187108282864943,0.691153161953081,0.6832166123573445,5.117993812416755])",0.0
F197,"['rate','career','talk','report','team','seek','almost','rate','ability','region','reason','candidate','—','shocking','claims','secret','cure','surface','internet']","(1000,[38,140,146,230,233,240,396,491,517,541,612,620,696,837,889,912,915],[3.8187108282864943,2.38796470459577,4.607168188650764,0.6871770135734415,0.667530016189645,4.42484663185681,2.5530444549552183,2.958509563063383,1.350685111852877,5.117993812416755,6.544334243836849,3.6516567436233283,4.607168188650764,0.691153161953081,3.577548771469606,0.6832166123573445,3.125563647726549])",0.0
R128,"['new','team','end','keep','probably','stage','each','board','car','kitchen','light','along','set','loss','bit','lot','wife','effect','prevent','source','chair','standard','rise','experts','discuss','ongoing','developments','climate','change']","(1000,[2,87,100,103,106,119,212,225,279,301,321,420,421,448,491,514,554,567,582,613,625,642,760,823,829,880,921,962,995],[4.830311739964974,2.8154087194227095,4.019381523748645,3.914021008090819,2.661258039595451,3.3262343431887,0.6753425559264385,3.8187108282864943,2.997730276216664,3.2208738275308737,0.667530016189645,3.172083663361442,3.383392757028649,3.383392757028649,2.958509563063383,4.137164559405029,4.137164559405029,0.6792718340663283,3.172083663361442,2.997730276216664,2.849310271098391,4.42484663185681,3.8187108282864943,3.577548771469606,2.8154087194227095,3.8187108282864943,3.125563647726549,3.172083663361442,0.691153161953081])",1.0
F157,"['kid','natural','statement','rate','education','political','movie','act','couple','minute','total','—','shocking','claims','government','cover-up','surface','internet']","(1000,[47,121,230,233,253,448,517,542,585,620,657,837,839,848,850,866,912,963],[3.2208738275308737,3.914021008090819,0.6871770135734415,0.667530016189645,3.914021008090819,3.383392757028649,0.6753425559264385,2.366458499374806,4.137164559405029,3.6516567436233283,5.523458920524919,0.691153161953081,3.7316994512968646,4.270695952029551,4.270695952029551,2.6902455764687034,0.6832166123573445,4.019381523748645])",0.0
F117,"['quality','executive','increase','government','rate','guy','write','rich','west','able','make','state','trouble','significant','rock','sound','popular','politics','certain','value','since','bank','—','shocking','claims','hoax','surface','internet']","(1000,[89,129,148,154,230,233,283,339,468,517,570,577,580,620,682,761,803,804,837,866,869,890,902,903,912,946,967],[3.577548771469606,3.914021008090819,3.6516567436233283,4.137164559405029,0.6871770135734415,0.667530016189645,3.6516567436233283,4.42484663185681,2.246314187532743,0.6753425559264385,4.270695952029551,2.920769235080536,2.997730276216664,3.6516567436233283,3.7316994512968646,3.2721671219184243,7.463398902593729,3.125563647726549,0.691153161953081,2.6902455764687034,3.383392757028649,4.137164559405029,3.8187108282864943,3.6516567436233283,0.6832166123573445,3.4440173788450834,3.7316994512968646])",0.0
F173,"['movement','including','story','old','audience','skin','institution','—','shocking','claims','secret','cure','surface','internet']","(1000,[140,169,183,230,233,321,340,396,433,517,673,708,837,912],[2.38796470459577,4.270695952029551,4.137164559405029,0.6871770135734415,0.667530016189645,0.667530016189645,4.607168188650764,2.5530444549552183,3.2208738275308737,0.6753425559264385,3.3262343431887,3.3262343431887,0.691153161953081,0.6832166123573445])",0.0
F024,"['create','sea','ability','moment','style','rich','theory','property','democrat','—','shocking','claims','aliens','surface','internet']","(1000,[230,233,288,517,607,612,641,667,837,850,851,877,902,912,929],[0.6871770135734415,0.667530016189645,2.920769235080536,0.6753425559264385,3.7316994512968646,3.2721671219184243,4.830311739964974,3.4440173788450834,0.691153161953081,4.270695952029551,3.4440173788450834,3.383392757028649,3.8187108282864943,0.6832166123573445,2.920769235080536])",0.0
F096,"['history','task','prepare','many','discover','turn','civil','season','usually','magazine','ten','former','candidate','response','back','—','shocking','claims','celebrity','scandal','surface','internet']","(1000,[63,174,230,233,238,360,452,476,488,517,560,746,770,811,837,895,907,912,931,932,966],[3.7316994512968646,3.4440173788450834,0.6871770135734415,0.667530016189645,3.8187108282864943,4.137164559405029,3.2208738275308737,3.914021008090819,3.6516567436233283,1.350685111852877,3.0385522707369192,3.2721671219184243,4.019381523748645,2.5277266469709283,0.691153161953081,3.577548771469606,3.6516567436233283,0.6832166123573445,3.8187108282864943,2.849310271098391,3.4440173788450834])",0.0
R247,"['lose','turn','dog','activity','eight','great','realize','change','year','peace','hair','experts','discuss','ongoing','developments','public','health']","(1000,[93,142,169,212,294,321,330,359,442,567,611,618,818,907,915,925,995],[3.172083663361442,3.8187108282864943,4.270695952029551,0.6753425559264385,3.914021008090819,0.667530016189645,3.7316994512968646,4.270695952029551,3.577548771469606,0.6792718340663283,3.7316994512968646,2.958509563063383,3.914021008090819,3.6516567436233283,3.125563647726549,3.172083663361442,0.691153161953081])",1.0
F226,"['sometimes','billion','sit','peace','various','quite','plant','product','ball','seem','spring','notice','city','deep','shake','piece','left','teach','—','shocking','claims','government','cover-up','surface','internet']","(1000,[46,99,195,230,233,440,517,542,609,751,818,823,837,853,866,875,885,906,912,927,953,973,990,996],[3.8187108282864943,5.523458920524919,3.6516567436233283,0.6871770135734415,0.667530016189645,3.0811118851557153,0.6753425559264385,2.366458499374806,3.914021008090819,4.137164559405029,3.914021008090819,3.577548771469606,0.691153161953081,4.137164559405029,2.6902455764687034,2.997730276216664,3.125563647726549,3.8187108282864943,0.6832166123573445,3.4440173788450834,3.7316994512968646,4.607168188650764,4.42484663185681,5.917019126126766])",0.0
F100,"['program','stage','present','clearly','reach','professional','bit','name','report','group','office','—','shocking','claims','flat','earth','surface','internet']","(1000,[25,96,103,115,120,230,233,240,311,401,514,517,549,613,631,837,912,922],[3.7316994512968646,3.7316994512968646,3.914021008090819,3.8187108282864943,4.270695952029551,0.6871770135734415,0.667530016189645,4.42484663185681,3.5085558999826545,2.920769235080536,4.137164559405029,0.6753425559264385,2.920769235080536,2.997730276216664,4.830311739964974,0.691153161953081,0.6832166123573445,3.7316994512968646])",0.0
F246,"['song','energy','sea','responsibility','—','shocking','claims','government','cover-up','surface','internet']","(1000,[230,233,292,517,542,641,710,837,866,912,928],[0.6871770135734415,0.667530016189645,4.607168188650764,0.6753425559264385,2.366458499374806,4.830311739964974,4.270695952029551,0.691153161953081,2.6902455764687034,0.6832166123573445,3.8187108282864943])",0.0
F183,"['include','television','politics','far','wife','create','product','allow','laugh','—','shocking','claims','aliens','surface','internet']","(1000,[32,67,89,230,233,303,306,448,517,543,692,837,912,929,953],[3.4440173788450834,2.7826188965997183,3.577548771469606,0.6871770135734415,0.667530016189645,3.172083663361442,4.019381523748645,3.383392757028649,0.6753425559264385,4.830311739964974,4.137164559405029,0.691153161953081,0.6832166123573445,2.920769235080536,3.7316994512968646])",0.0
R063,"['decide','approach','value','decade','walk','magazine','race','similar','life','order','keep','safe','seek','series','human','trip','town','many','experts','discuss','ongoing','developments','policy']","(1000,[38,47,57,102,151,168,212,234,235,256,279,321,360,476,567,577,636,690,703,903,930,995,999],[3.8187108282864943,3.2208738275308737,4.137164559405029,5.117993812416755,3.8187108282864943,2.661258039595451,0.6753425559264385,2.6902455764687034,3.2721671219184243,3.383392757028649,2.997730276216664,0.667530016189645,4.137164559405029,3.914021008090819,0.6792718340663283,2.920769235080536,4.830311739964974,3.2721671219184243,4.019381523748645,3.6516567436233283,3.914021008090819,0.691153161953081,3.914021008090819])",1.0
R005,"['smile','bar','want','woman','experts','discuss','ongoing','developments','election']","(1000,[160,212,242,321,334,429,562,567,995],[3.7316994512968646,0.6753425559264385,2.8844015909096608,0.667530016189645,4.270695952029551,3.4440173788450834,3.914021008090819,0.6792718340663283,0.691153161953081])",1.0
R084,"['space','long','effect','ago','program','attorney','positive','everyone','career','stop','similar','message','through','experts','discuss','ongoing','developments','election']","(1000,[50,168,194,212,242,248,314,321,455,469,478,567,627,696,761,962,978,995],[3.8187108282864943,2.661258039595451,2.8844015909096608,0.6753425559264385,2.8844015909096608,3.7316994512968646,4.019381523748645,0.667530016189645,3.2721671219184243,3.2208738275308737,3.5085558999826545,0.6792718340663283,4.830311739964974,4.607168188650764,3.2721671219184243,3.172083663361442,3.8187108282864943,0.691153161953081])",1.0
R124,"['wear','game','question','present','affect','break','teacher','interest','form','experts','discuss','ongoing','developments','education']","(1000,[25,60,86,212,321,327,390,478,567,596,615,798,869,995],[3.7316994512968646,4.830311739964974,3.383392757028649,0.6753425559264385,0.667530016189645,2.5277266469709283,4.270695952029551,3.5085558999826545,0.6792718340663283,4.137164559405029,3.914021008090819,3.0385522707369192,3.383392757028649,0.691153161953081])",1.0
R118,"['public','yard','together','true','second','nice','structure','sense','mind','land','last','per','experts','discuss','ongoing','developments','research']","(1000,[90,212,282,297,310,321,447,523,567,578,648,680,757,876,919,962,995],[3.125563647726549,0.6753425559264385,3.4440173788450834,3.125563647726549,2.5530444549552183,0.667530016189645,2.8844015909096608,3.4440173788450834,0.6792718340663283,3.914021008090819,3.4440173788450834,3.6516567436233283,5.117993812416755,3.5085558999826545,4.137164559405029,3.172083663361442,0.691153161953081])",1.0
F001,"['book','couple','middle','western','fill','find','—','shocking','claims','aliens','surface','internet']","(1000,[230,233,445,448,517,663,738,837,912,929,938,972],[0.6871770135734415,0.667530016189645,5.117993812416755,3.383392757028649,0.6753425559264385,3.6516567436233283,3.914021008090819,0.691153161953081,0.6832166123573445,2.920769235080536,2.455405985391302,4.270695952029551])",0.0
F007,"['picture','hear','town','teacher','physical','military','soldier','want','simple','star','purpose','understand','consider','break','sit','join','news','popular','message','attack','lay','impact','heart','behavior','—','shocking','claims','immortal','jellyfish','surface','internet']","(1000,[23,29,46,86,174,230,233,235,248,256,283,390,415,464,517,521,526,531,561,562,605,611,775,803,837,840,841,843,873,883,912],[3.7316994512968646,2.6902455764687034,3.8187108282864943,3.383392757028649,3.4440173788450834,0.6871770135734415,0.667530016189645,3.2721671219184243,3.7316994512968646,3.383392757028649,3.6516567436233283,4.270695952029551,3.577548771469606,3.125563647726549,0.6753425559264385,3.914021008090819,5.523458920524919,3.2208738275308737,3.383392757028649,3.914021008090819,2.7508701982851385,3.7316994512968646,2.997730276216664,3.7316994512968646,0.691153161953081,3.6516567436233283,4.42484663185681,3.6516567436233283,2.60568818844064,2.997730276216664,0.6832166123573445])",0.0
F046,"['land','approach','fear','street','religious','—','shocking','claims','mind','control','surface','internet']","(1000,[168,180,200,230,233,310,517,588,703,837,912,938],[2.661258039595451,3.8187108282864943,3.914021008090819,0.6871770135734415,0.667530016189645,2.5530444549552183,0.6753425559264385,3.8187108282864943,4.019381523748645,0.691153161953081,0.6832166123573445,2.455405985391302])",0.0
R103,"['popular','mind','arrive','science','pick','prepare','every','service','cause','protect','yourself','experts','discuss','ongoing','developments','research']","(1000,[77,143,158,212,310,321,447,509,550,567,746,775,819,895,940,995],[3.577548771469606,3.6516567436233283,3.577548771469606,0.6753425559264385,2.5530444549552183,0.667530016189645,2.8844015909096608,5.523458920524919,3.3262343431887,0.6792718340663283,3.2721671219184243,2.997730276216664,2.958509563063383,3.577548771469606,4.137164559405029,0.691153161953081])",1.0
R037,"['case','wear','music','arm','around','hundred','mean','party','product','past','lot','peace','might','experts','discuss','ongoing','developments','budget','report']","(1000,[28,93,106,212,222,249,288,321,405,421,527,555,567,602,818,829,942,953,995],[3.8187108282864943,3.172083663361442,2.661258039595451,0.6753425559264385,3.3262343431887,3.7316994512968646,2.920769235080536,0.667530016189645,3.914021008090819,3.383392757028649,3.2208738275308737,2.3045830956567186,0.6792718340663283,3.7316994512968646,3.914021008090819,2.8154087194227095,4.270695952029551,3.7316994512968646,0.691153161953081])",1.0
F193,"['skin','ask','building','fear','floor','sort','floor','court','news','help','benefit','hold','something','class','leave','necessary','police','fight','say','believe','modern','pick','participant','—','shocking','claims','secret','cure','surface','internet']","(1000,[23,77,94,140,167,168,230,233,249,279,284,310,374,396,423,517,536,564,638,662,680,681,697,837,844,857,877,912],[3.7316994512968646,3.577548771469606,4.137164559405029,2.38796470459577,5.117993812416755,2.661258039595451,0.6871770135734415,0.667530016189645,3.7316994512968646,2.997730276216664,3.383392757028649,2.5530444549552183,7.463398902593729,2.5530444549552183,4.607168188650764,0.6753425559264385,4.42484663185681,7.828042016181638,3.7316994512968646,4.42484663185681,3.6516567436233283,4.137164559405029,3.8187108282864943,0.691153161953081,4.019381523748645,3.914021008090819,3.383392757028649,0.6832166123573445])",0.0
R166,"['lead','term','head','blood','professional','material','experts','discuss','ongoing','developments','election']","(1000,[118,212,242,257,321,567,584,613,622,905,995],[4.137164559405029,0.6753425559264385,2.8844015909096608,4.270695952029551,0.667530016189645,0.6792718340663283,3.8187108282864943,2.997730276216664,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
F017,"['police','door','remain','officer','another','few','east','size','law','watch','—','shocking','claims','immortal','jellyfish','surface','internet']","(1000,[29,132,157,201,230,233,282,517,544,604,605,631,694,766,788,837,912],[2.6902455764687034,4.137164559405029,2.997730276216664,3.577548771469606,0.6871770135734415,0.667530016189645,3.4440173788450834,0.6753425559264385,3.8187108282864943,3.914021008090819,2.7508701982851385,4.830311739964974,3.383392757028649,3.8187108282864943,3.6516567436233283,0.691153161953081,0.6832166123573445])",0.0
R008,"['role','process','must','experts','discuss','ongoing','developments','economic','growth']","(1000,[176,212,227,321,535,553,567,883,995],[5.117993812416755,0.6753425559264385,3.914021008090819,0.667530016189645,2.6902455764687034,2.920769235080536,0.6792718340663283,2.997730276216664,0.691153161953081])",1.0
F071,"['somebody','another','reality','president','international','allow','everything','spend','question','—','shocking','claims','celebrity','scandal','surface','internet']","(1000,[128,202,230,233,318,517,561,692,788,798,811,837,851,873,912,932],[3.7316994512968646,3.914021008090819,0.6871770135734415,0.667530016189645,4.830311739964974,0.6753425559264385,3.383392757028649,4.137164559405029,3.6516567436233283,3.0385522707369192,2.5277266469709283,0.691153161953081,3.4440173788450834,2.60568818844064,0.6832166123573445,2.849310271098391])",0.0
F028,"['strategy','drive','past','support','already','story','direction','democrat','—','shocking','claims','mind','control','surface','internet']","(1000,[79,80,180,230,233,284,288,310,517,602,673,758,837,912,938],[5.523458920524919,3.383392757028649,3.8187108282864943,0.6871770135734415,0.667530016189645,3.383392757028649,2.920769235080536,2.5530444549552183,0.6753425559264385,3.7316994512968646,3.3262343431887,3.914021008090819,0.691153161953081,0.6832166123573445,2.455405985391302])",0.0
F227,"['city','public','relate','candidate','really','mean','million','property','cup','believe','its','—','shocking','claims','immortal','jellyfish','surface','internet']","(1000,[28,29,230,233,266,279,297,402,468,517,555,605,607,618,820,837,912],[3.8187108282864943,2.6902455764687034,0.6871770135734415,0.667530016189645,4.42484663185681,2.997730276216664,3.125563647726549,5.117993812416755,2.246314187532743,1.350685111852877,2.3045830956567186,2.7508701982851385,3.7316994512968646,2.958509563063383,3.383392757028649,0.691153161953081,0.6832166123573445])",0.0
R200,"['director','brother','movie','experts','discuss','ongoing','developments','public','health']","(1000,[212,321,395,567,618,771,848,925,995],[0.6753425559264385,0.667530016189645,3.914021008090819,0.6792718340663283,2.958509563063383,5.117993812416755,4.270695952029551,3.172083663361442,0.691153161953081])",1.0
R225,"['blue','approach','president','successful','final','assume','federal','let','pass','writer','experts','discuss','ongoing','developments','climate','change']","(1000,[87,168,202,212,295,321,446,496,567,575,593,625,703,811,945,995],[2.8154087194227095,2.661258039595451,3.914021008090819,0.6753425559264385,4.270695952029551,0.667530016189645,3.5085558999826545,4.137164559405029,0.6792718340663283,4.270695952029551,4.019381523748645,2.849310271098391,4.019381523748645,2.5277266469709283,3.914021008090819,0.691153161953081])",1.0
R062,"['yeah','work','six','public','product','republican','much','ball','protect','subject','beautiful','nothing','experts','discuss','ongoing','developments','budget','report']","(1000,[80,106,130,212,321,477,555,567,580,597,618,789,799,819,820,823,953,995],[3.383392757028649,2.661258039595451,4.137164559405029,0.6753425559264385,0.667530016189645,3.914021008090819,2.3045830956567186,0.6792718340663283,2.997730276216664,4.019381523748645,2.958509563063383,4.607168188650764,3.914021008090819,2.958509563063383,3.383392757028649,3.577548771469606,3.7316994512968646,0.691153161953081])",1.0
F033,"['day','go','establish','reality','upon','prepare','care','method','people','actually','attack','card','area','let','—','shocking','claims','hoax','surface','internet']","(1000,[29,59,128,195,230,233,418,466,468,504,517,716,811,837,840,854,895,899,912,958],[2.6902455764687034,4.42484663185681,3.7316994512968646,3.6516567436233283,0.6871770135734415,0.667530016189645,4.137164559405029,3.172083663361442,2.246314187532743,4.019381523748645,0.6753425559264385,4.42484663185681,2.5277266469709283,0.691153161953081,3.6516567436233283,3.2208738275308737,3.577548771469606,3.914021008090819,0.6832166123573445,4.270695952029551])",0.0
F012,"['fight','resource','sell','significant','character','region','economic','reflect','couple','—','shocking','claims','hoax','surface','internet']","(1000,[230,233,362,394,448,468,517,535,586,612,837,909,912,946],[0.6871770135734415,0.667530016189645,3.577548771469606,3.914021008090819,3.383392757028649,2.246314187532743,0.6753425559264385,2.6902455764687034,3.7316994512968646,3.2721671219184243,0.691153161953081,3.914021008090819,0.6832166123573445,6.888034757690167])",0.0
R121,"['law','measure','move','middle','produce','case','building','wall','send','rich','hand','person','avoid','suffer','group','around','fire','best','may','free','place','couple','improve','start','name','experts','discuss','ongoing','developments','research']","(1000,[51,57,67,96,109,173,212,232,241,246,249,253,264,303,321,329,368,447,448,479,567,571,687,738,902,922,981,988,995],[3.8187108282864943,4.137164559405029,2.7826188965997183,3.7316994512968646,4.019381523748645,3.577548771469606,0.6753425559264385,4.137164559405029,3.5085558999826545,3.2208738275308737,7.463398902593729,3.914021008090819,3.125563647726549,3.172083663361442,0.667530016189645,3.914021008090819,4.137164559405029,2.8844015909096608,3.383392757028649,3.6516567436233283,0.6792718340663283,3.914021008090819,3.5085558999826545,3.914021008090819,3.8187108282864943,3.7316994512968646,2.997730276216664,3.8187108282864943,0.691153161953081])",1.0
F210,"['determine','imagine','start','improve','cost','task','work','order','price','degree','compare','near','them','instead','tell','including','fill','performance','ground','tv','—','shocking','claims','aliens','surface','internet']","(1000,[17,52,65,78,138,145,230,233,246,364,403,433,452,517,644,699,755,789,837,883,912,929,971,972,981,999],[2.958509563063383,4.607168188650764,3.8187108282864943,3.8187108282864943,4.607168188650764,4.42484663185681,0.6871770135734415,0.667530016189645,3.2208738275308737,4.137164559405029,3.3262343431887,3.2208738275308737,3.2208738275308737,0.6753425559264385,4.830311739964974,3.7316994512968646,4.42484663185681,4.607168188650764,0.691153161953081,2.997730276216664,0.6832166123573445,2.920769235080536,4.42484663185681,4.270695952029551,2.997730276216664,3.914021008090819])",0.0
